game_id,game_name,total_bets,total_wins,RTP
7375d935-742e-446b-a501-76bf13cee1c6,Sports Betting,96796,22113,96.9
0d551e88-eb49-4214-8884-b04ab55703af,Sports Betting,78472,4251,96.14
9666b678-b94f-4894-8dbe-959f9896d8fc,Sports Betting,26065,49494,97.4
33a1e82e-78b9-45f3-a3f2-6c98670af441,Poker,38700,35065,94.71
3c181555-8889-458a-a7d4-6c631e3d4af2,Blackjack,47574,65499,97.06
ed6bfe14-468e-41c7-8629-071e0b111b75,Poker,19111,11239,94.01
d84197ec-5235-44dc-9d3f-d5d96eeb0958,Blackjack,32881,10099,88.2
e5e2af68-c855-4138-975a-39ee489eb587,Poker,94303,89345,96.99
789aee8d-c840-449b-a9c7-f1b95567f54f,Roulette,58443,82746,93.47
1e2d9d8d-06be-48d2-87b6-6aae10957c7f,Blackjack,81695,61250,85.48
6fd5999e-d051-4a12-8df4-54616d4455fe,Poker,68298,56002,96.0
bd0b7d24-3c0c-4d78-88e1-305dceef64e8,Poker,81504,18233,91.41
642c42db-cc45-4cdf-9ea8-72ab5a929020,Poker,46515,33167,93.13
9440904d-c5b6-487f-9b83-49de43f55269,Blackjack,11819,35463,86.83
38a7d9eb-693a-4f24-810e-00eaa44c6b15,Slots,20782,31943,92.89
89276eb0-8fae-4556-aac1-393ac6163aa7,Slots,39259,11773,88.69
2e49ac68-ed5f-42cc-a8c9-1de06e596f35,Sports Betting,53417,29517,97.88
d831fde8-ba00-4060-b0c6-71879625beb6,Blackjack,18238,83994,87.01
1fbf2bf9-6d79-47d7-92d9-67679f7353bd,Poker,83155,55068,90.51
cbec16b9-eaed-4890-a38c-860d50fc0c2c,Blackjack,70780,17393,90.02
ff5ca2fe-201b-46b8-8aff-beedb2b0ae39,Slots,8900,16628,97.5
4a1210b1-c7b5-4857-a994-51c9569255a9,Blackjack,28895,85560,92.12
6efc1f66-19b1-484c-a39f-a207c25b7b98,Blackjack,34311,24340,88.46
82dcdce3-3fb4-40f3-9d8c-35f8bf52282f,Roulette,2356,76693,85.2
37f9acba-ad7e-47f1-8574-8f7dc2a12f5d,Roulette,49530,8204,96.06
52982697-b6d9-4048-8227-247ef7782934,Roulette,77443,32513,87.17
75287e6a-f1c3-49f5-a519-e88f52dfcae3,Slots,35859,84613,91.53
60a5d738-1734-465b-b8d3-e0885db0c56a,Blackjack,53890,81636,90.29
f91a2de5-6777-451b-9558-ccfab7d628eb,Roulette,76680,59161,94.04
3d225864-4d61-4e98-9aa1-79be504c7684,Poker,90480,68420,93.26
0992a2be-a662-46cd-b41f-c516a4f2aeef,Sports Betting,89279,30459,88.4
3fc3db43-8476-4b46-ad1e-ae943176aab7,Roulette,84470,44876,93.35
9bf2b363-21a1-454c-a600-ba88f913a9b3,Poker,44821,67626,95.06
ec39ff84-cb9d-418c-8297-a4e73fce21c4,Sports Betting,71958,12199,93.86
d88f36b1-ddcd-4656-9cb3-09465c0df5b5,Poker,27059,89590,90.92
4f21786f-3638-4b40-baae-b60e37583b20,Slots,32077,58180,89.19
5c35425d-f09e-4c69-9f69-ea761752f141,Blackjack,85387,58061,88.93
689c7cab-1dc6-4ab8-9d48-72f5a45214c0,Blackjack,13314,15784,90.83
48695245-5e31-469e-940e-7c3ab6b44fa0,Roulette,24083,20132,93.62
1caa17ce-27d3-49a4-8da8-e3761fcc7445,Blackjack,10208,19495,91.64
7d5d0f5f-ae7b-4e27-a304-43b4e3cd7e13,Slots,93208,78837,85.06
284a01bd-a4b2-4687-b06b-a6f00b13c62c,Sports Betting,2922,49611,87.33
f3936997-a981-493d-bc6f-101469f0315c,Poker,86553,23475,86.69
abf24532-384c-4289-9eef-edc0690b6129,Poker,31989,12843,86.71
04b4bd33-c2f1-46fe-b3e9-7c8d91f1ba80,Sports Betting,58362,37843,93.37
5f636202-f651-49d2-8aa2-59bdf31f4960,Sports Betting,70692,38877,93.14
beccfe04-38cd-40d8-967f-f390f1f38eb2,Roulette,47315,44939,90.68
da6d7bce-fd19-4e66-8a32-e47096d51029,Poker,79492,73208,92.73
ef63ccbd-af91-4e5f-a57f-140e97df6902,Sports Betting,27327,682,90.64
8a058f57-db54-462a-910c-37b7dbbea611,Sports Betting,15023,51202,90.16
6cb8aae6-8c3e-4117-99a9-663d33d019fe,Roulette,81577,24136,96.3
fc290182-66cb-4254-b2d1-3fae0cd67290,Blackjack,70189,88603,93.2
37cf55a3-0c67-4309-adb4-8d7683662f66,Blackjack,34842,29208,93.09
9539e980-43cd-45bc-b9d2-456bbeb4f020,Poker,53002,67727,91.76
f50a42a1-ce69-4064-8f15-4bcc9feee5bc,Sports Betting,20439,49735,94.05
deeed0bd-dace-4696-ad45-b4816406eea1,Roulette,33758,45852,85.04
822a06a9-9735-4560-9085-5e796d6da2aa,Poker,54683,56465,85.59
3492248c-1d11-4342-97a0-41b85cb9f287,Slots,11774,26808,90.22
6ce0ef30-adf1-4c29-a455-cea40039bc5e,Blackjack,49013,36301,92.19
9ecb79cc-797b-4938-9b5f-ee805afc6880,Blackjack,27180,8095,89.6
c5f74ded-47fc-4cc5-bd5b-298e12dcdafd,Slots,80910,76947,89.3
97f52b34-3943-42b8-abd5-9fbb925901f0,Roulette,57582,15012,90.52
4e89f32b-a9b4-4ca6-b911-91abbaafa28d,Slots,1021,28306,95.16
02f4a44d-f366-41db-9a7d-ff9a1c17323a,Roulette,45746,43880,93.72
12160650-21f2-43f5-a31c-39bfee638991,Poker,24964,3600,88.49
a9dd981e-13e0-4a80-9741-cf5fbd3fedbe,Slots,81008,19849,87.47
a368eeae-d3a8-4867-bf12-db15d58d1c26,Roulette,36032,6758,91.99
ac237229-bc1c-4a7a-8e0d-bd30cad02a22,Slots,68410,82001,96.94
941ff949-93cb-4ccf-bc6f-b3bd0982551c,Poker,49854,76824,88.17
867c5423-ed1e-4a34-8a0c-84517544aaec,Blackjack,38672,10697,90.85
cce11809-a41a-4fba-92aa-f5c8a91a1486,Blackjack,92078,84956,92.07
32460fde-de05-4fc3-b9e5-86efd6008a77,Sports Betting,40063,26903,87.61
74d3c860-cd5d-492b-a837-8666ce2653a0,Blackjack,6688,14004,88.45
943492df-fcc8-4924-a82f-558fd058df99,Blackjack,63303,76487,92.97
5b514681-5cd1-447d-ae49-9b528a47037c,Poker,67963,55666,90.18
3bd7b146-2ab5-46d3-a44b-8214673e1a0d,Roulette,92646,13691,90.68
50a186ca-3dd8-48d8-83d0-2d9b870d6685,Slots,92800,3189,96.32
a63a7072-c92c-4df9-b9a2-5dfa63d1ef89,Roulette,38113,21266,93.54
9fc7d1c1-2c3e-4510-a910-2d28b80d3121,Sports Betting,28888,85820,87.23
b9d95f5d-b665-446f-aeb1-b85e4f13c80f,Slots,2671,75367,90.43
ac7403e3-77ae-4195-9a07-25b2d3b67309,Slots,14647,46348,97.69
f7595a86-67f6-42d5-8509-aa446c6c140a,Poker,26639,17241,89.93
1feec44c-651d-4ac5-bb44-aee1dc55cb81,Poker,42034,63476,94.26
84709d69-2b2b-46a3-983f-12e29e81d6b3,Roulette,69527,18341,94.68
c9f68521-90c2-4db7-bd85-79e6f80a7071,Roulette,98636,53629,92.41
06496574-ed62-4336-a2d8-2be51a730d78,Poker,80204,47172,85.87
ad78fc7f-4a63-40ea-94b9-8acff512aa56,Blackjack,91190,16171,94.32
904592a9-094d-4ba2-90e4-791ba0392fb0,Poker,69311,12424,89.11
035cdac2-bb52-4a63-bad5-0f32fffd57ab,Blackjack,77122,2678,87.57
6880ef10-3046-4898-9f0e-0c875289a30d,Roulette,6557,10297,91.97
34d0b624-b1cb-45fe-8655-2f5319a0c42c,Slots,74041,47898,95.82
ec7e3fc1-1d72-48c4-b825-44394d07e29c,Roulette,81778,23931,96.66
113b956b-ee02-4628-a5d3-fbdb4cb7c21f,Sports Betting,22893,62404,96.48
e365816c-16e0-4d12-a937-447859ed4e3a,Poker,25952,25290,93.15
4373d756-b850-4436-baf8-b564bf2a1252,Poker,7481,25607,90.2
cb711401-ae82-483f-b54a-c97d39cb1649,Roulette,88046,45404,97.13
9e1a1b27-3c66-4a40-9295-3f5e15791a3e,Slots,55426,66710,94.34
5030edd2-a185-4ae5-bae1-8fd6d079a4ba,Blackjack,2622,71440,97.36
743a2fa0-5a78-4da7-912a-6f971998c967,Roulette,74996,43232,95.67
3df6d361-604e-4d5f-98ef-da35da379761,Sports Betting,64664,46192,97.15
0e1c8774-4950-4831-95a3-aff817d54c70,Poker,37590,26552,95.37
91be9751-712d-4e68-9c30-ecc02c47b943,Poker,52455,84525,86.69
36beaa46-e8ac-4041-88ab-d63dd502f97a,Slots,87700,31800,95.02
7e61c233-b40a-4d01-8c95-b0d4f23a1104,Blackjack,19648,20800,92.59
8d1de2f9-6867-453d-a74e-730609442a38,Poker,66785,40846,94.24
5db6a078-3671-481d-a5c5-5b9e21c3f120,Roulette,48754,76911,90.27
044cd780-1faa-460f-bbb0-4d845996ae4a,Sports Betting,69761,45399,94.0
b73eaf27-1c68-41a5-89d2-e6759c9cf900,Sports Betting,77605,58877,91.21
c82eb6e5-7228-4732-bdf5-ff256f89be97,Roulette,11124,79345,92.19
25c9d657-e328-483b-9d12-b0964bdca2ff,Sports Betting,93219,62966,96.34
df18d68f-3bdf-4f71-aac9-69637c8e4d09,Roulette,38326,13438,88.67
86feb188-d7fb-4456-bf34-33f9b446518e,Roulette,3296,83595,97.6
0e41b0e0-45f1-4444-9e69-0587558a0cac,Slots,56185,24709,91.64
0a6799fb-f32f-4806-a5eb-1bf73bb0e69c,Blackjack,4538,7945,85.2
8e3ee452-f542-4ee8-9c2d-a273b812d6a2,Sports Betting,56857,76066,93.69
4568375d-924f-445c-a53f-f0c9854358d5,Sports Betting,53092,42952,90.78
f4a7f405-c95b-4176-b5f8-14ab97203e0f,Roulette,59723,55760,97.9
b0740662-d691-4de2-a93a-fd9ab87122ab,Sports Betting,66255,88908,95.08
87c48093-0c20-4dce-8121-1e73befe5c9e,Sports Betting,39985,55633,95.42
0d79c1b7-b3a0-4baa-81ba-7e56325fa78b,Blackjack,20309,59159,96.83
7c739f43-0ba6-4006-bf1f-eae1a652ed78,Sports Betting,37198,18791,92.52
f6b160b0-83b5-436b-b450-51f2da207247,Sports Betting,87889,66317,93.39
a8e89b3d-0adf-4aa3-9603-bc4a30028dec,Slots,29063,49330,93.54
563bea2a-0382-4903-ba64-2ba791639102,Roulette,40737,9865,97.69
ccf9bdc2-661b-4600-b78e-5bd1de020a59,Roulette,77248,76122,91.31
1540263d-6856-4f28-a07b-fb3a38fbb50b,Slots,52554,66543,91.66
ffdbe15e-22e7-4fdc-923d-4eadcc108000,Slots,43929,88553,88.13
941d7223-8344-4e29-a4ae-1aea41f8565c,Poker,80315,14793,95.69
9522364b-2afc-4a19-b822-3e643e74c0ca,Roulette,53632,50014,96.7
c6b65f5a-7a24-4625-b010-7f0fc2711ee0,Poker,93743,53701,87.63
91772ae1-b7c6-4f42-b215-580fc8ac7614,Sports Betting,48015,54015,91.41
fed182a9-8ada-478d-aea9-f092677627a8,Sports Betting,4255,44333,91.14
ebccfb2f-991d-4e26-b37c-178bc7a00352,Poker,18654,55193,95.78
3bf4c4a0-15ea-47f7-80f1-ea9ee1aa502b,Blackjack,76475,1497,88.15
fee4a46d-749d-4305-887a-a6b29104f698,Slots,22267,24080,95.72
544279f7-44c7-40bf-800f-efdd08143df7,Slots,2375,41394,94.81
06d8ac57-5e57-4f2d-aa6c-462ef2c43b5e,Sports Betting,72832,82568,94.52
d70f2f31-a537-4b1d-be35-0bf99a037727,Slots,97079,39389,94.06
417f3357-bc28-490c-9749-6dc5fa7b3371,Roulette,11360,85843,94.46
f0116086-f507-4bee-bd47-e4284a5e9d28,Roulette,20487,54428,89.67
fd531743-9a8b-4a2b-912d-0f9edd86845f,Blackjack,31766,27982,94.73
5a92c3b9-0548-4dec-9cf2-681826ea536e,Poker,12515,26442,88.16
21793c52-8502-4ab2-bed7-09a0211d90f7,Roulette,62319,57118,92.7
67464754-2577-4c7c-8ad9-122bbf314688,Blackjack,13365,88514,96.73
1a730a3d-4984-421a-8bfc-58b10a3bda9f,Poker,81143,41727,89.23
e7b65883-a34c-45a6-b7c3-50823a5d19a6,Roulette,57384,88151,88.31
ffc5a499-3fd8-4c6c-9181-fc0d6a92cad0,Roulette,66074,89705,88.0
c1524222-8681-4784-92b4-46017822f8bf,Slots,72029,25630,89.62
c3606cab-7e7c-4c49-b743-b9a69ed1042f,Slots,76411,40648,91.91
03e2b4fa-d130-4fea-acdc-fb95c6e5ac16,Blackjack,31054,78330,96.73
0ad56872-c144-4b6c-898e-eec4f684c8a0,Poker,28464,82155,96.12
ccaee3f7-b794-4b82-83df-549a6fbe6885,Blackjack,41819,85346,90.29
d3bb2744-ba7d-4938-ab57-810751ebd740,Roulette,91506,19379,86.86
1bd2da48-384e-48b5-b8a9-3dfbf6eb8f66,Slots,15102,48290,85.77
6f956e45-cd8e-4831-ac2f-50bcfc2bc964,Blackjack,28628,33336,95.01
bc7d9129-a18b-4f34-aeaa-881b306f5fb1,Blackjack,95250,48221,90.2
b21f1bb6-3e44-4979-8a4c-86269a8fcddb,Poker,73162,13957,94.59
9f052bf6-6599-463b-9b20-d407e70e27ef,Sports Betting,45162,67742,97.44
f7c21282-4d92-44a3-9cf4-82f41bec6706,Sports Betting,62422,44503,96.59
462be7fe-51b0-452f-8c70-949129540039,Slots,23924,56294,86.44
41752de5-2b3b-4e8c-b3e1-02662812debe,Slots,57068,31790,86.46
18464eb0-aac6-4d61-9e99-01b0e0f019ea,Poker,27707,67492,86.28
fade6801-d48b-4fc9-aec0-5f10b8086d6f,Roulette,84162,66705,93.84
0345fe34-d88e-4af1-9da1-be5bac937a50,Roulette,8135,74221,94.56
880afa93-00a3-4255-9da7-5f1af22cb827,Slots,16191,21569,95.32
2a0d941c-7dc4-4255-9ec0-45f642e4b580,Blackjack,47693,45572,94.97
f435b04e-c85b-44c6-8e5b-d5e4676a2dcf,Poker,33593,61138,87.58
7301d754-db44-472b-850a-a870fea8fc09,Blackjack,64259,43469,90.01
635d8553-9ac6-4f6e-b025-f68f7ef78c00,Poker,5659,76248,91.85
505809ac-7154-40cb-a74b-49aab3e009b3,Sports Betting,64122,6121,86.84
034c602d-876b-4490-a27a-e66657c42768,Roulette,47127,76396,87.89
16881bff-7d84-47c9-be08-1a24c83d6632,Blackjack,89009,35561,92.16
fb458549-3510-443e-830e-7801312732a6,Blackjack,59786,8363,93.95
73409217-37bc-4831-8b49-ee82ede384bf,Poker,75728,5584,96.09
7a419031-09f3-4ec1-ae0f-75c162fddf8a,Poker,11070,45401,92.55
3d0ae054-0be5-4473-a90e-4d50c5bc51a3,Sports Betting,5856,89611,94.05
e20d2860-fb72-4fa8-b152-51c9de238319,Sports Betting,50538,32515,96.21
59deb6bf-6378-4192-932a-d678e4fe90cf,Roulette,59290,41727,90.86
7cd814ae-7374-42a4-a2c0-e16fb50dbcd5,Slots,33616,54824,90.97
b1839ec9-6fb1-41c1-84f5-5e6fc2a9a4ed,Blackjack,20661,27657,95.94
aec6249d-c571-4a13-be49-0cefaefc4191,Slots,90614,77055,86.35
1f2b46d5-d73e-4b22-a1b7-e9ddc978d3d7,Sports Betting,87912,84354,92.69
74b1c6ab-57c4-4f0c-8081-abd6f3ef477b,Poker,13492,75870,90.48
9641f1f4-79a7-4309-a6bf-97c846444ca4,Blackjack,66788,38331,94.27
71b832fb-1e70-41a9-82b3-ecfe4a96c1fb,Sports Betting,40609,83826,92.98
0053ec08-3e22-4e1d-85f9-9a7114b21202,Slots,25298,59529,91.34
d2c71b7b-af34-449e-ae15-bc8adcb19c6f,Roulette,99875,32971,97.11
e1329002-e6d5-44d9-94b4-d33a115e46f4,Sports Betting,61811,36543,96.63
380fd32b-6872-4d47-9ba6-3909b089c69e,Sports Betting,25576,46060,89.6
fa7e5f4c-e007-4e51-ae14-3fd8d1dfe582,Roulette,25479,62546,85.39
4ed5e797-3cd8-44eb-9825-b5567efd9fe1,Slots,21475,31094,85.7
e1bfadde-4898-40a8-9657-2c199f393b39,Blackjack,55937,36608,88.42
ffc586bd-c34c-429c-b061-84316327a588,Roulette,90053,17304,85.18
63cf8c5b-c628-4b64-a526-27550e2ed164,Roulette,14650,38940,94.11
ccf86a8a-7e76-4080-ae43-a5c985bc75c7,Roulette,3764,40236,91.87
26981d69-eb04-4df2-83fa-c79940a83d33,Roulette,80483,87573,87.92
ed108747-2420-48c7-a939-4f3476cab631,Sports Betting,77292,43886,94.53
69101d00-8d95-4765-8c87-b5f4dd553c3c,Blackjack,61538,41395,93.76
e3526511-2700-4fed-8c02-4e19e38144ca,Blackjack,59223,42665,93.15
47495fa1-fef4-489f-a6c5-75c762d12a15,Slots,82610,70559,85.69
1c4d2c11-d2e4-44fa-bac0-8d79976090be,Slots,8982,58317,91.4
0575fe8b-842e-43c7-8c62-a5899d2a2dce,Blackjack,35478,36656,94.72
8dcd0cc9-3312-4df8-ba40-1c5056159a30,Blackjack,75217,13922,87.46
6d7a46d3-8463-4cd3-b964-3553c1825b3a,Poker,68342,55969,95.43
d14cb77e-d642-4514-be35-5fb4a60a5c8f,Sports Betting,95770,20723,85.01
52da1655-743d-4217-b53c-866f5e670a5c,Poker,50326,67862,87.2
33c15d2a-be39-4621-8fb3-8d464ed2b3b4,Slots,31008,89252,97.02
0bea3b8f-e8f3-4fbf-a56d-4b5c393df2ac,Slots,57876,71268,96.05
53352c38-99d7-4e81-92b4-fb8be1eefe92,Roulette,69175,75271,86.63
76f5ff82-d76c-4196-b3da-903601e626ad,Blackjack,79158,73782,85.51
1d3737ba-f83a-40ca-a01f-a2de08299d9f,Sports Betting,22251,43747,89.07
62d7cba7-d184-468b-a548-ab52020c2d95,Slots,65099,30712,91.7
19cb579e-cb2f-4265-aa28-9ccaef69dc0e,Sports Betting,54518,88802,96.36
9aab27e7-56ec-4e5e-a29d-e5cc3988a4ff,Roulette,43928,43646,85.94
454ab739-98d2-454e-8b54-f3628a81aabe,Poker,84800,6430,95.65
69486f9b-f470-40d1-af69-53672f239aa3,Sports Betting,88159,73381,96.6
2fe8c13a-86e1-48cd-9d30-8c12f96926bb,Poker,24744,24401,86.59
47d32af8-47a5-4b75-9187-c31e8cfd4bcf,Slots,82092,62673,87.63
e64958e9-b41a-45a3-b86c-826e62c565d9,Sports Betting,12144,44809,94.22
c01a9836-bab0-4662-81ca-3c98d34a20f9,Sports Betting,66836,52863,97.82
6327615d-d1eb-4eb5-b2cd-3de54e2bd605,Slots,91242,54872,85.4
8a396255-cadc-4b52-8965-8b184e5caf63,Poker,65123,76459,97.56
bde2e7ef-0f13-4628-a894-354e45dd0d19,Roulette,63238,86340,89.97
01f4b560-13ae-4d78-9eef-fbdc4984fac3,Sports Betting,58994,54009,93.28
90c7745b-1a62-47e2-ba81-434daf798076,Roulette,41646,75623,87.06
b6d7279e-9846-4c4b-b32a-0425bce06f1e,Poker,99037,57791,85.36
751cf8ac-f1a9-4d41-944b-0a9b1cee6772,Slots,63297,87783,93.33
4b398bee-a6b6-4934-9ebc-b30dac48d968,Slots,75102,74336,94.87
e350323c-7ac3-4a0e-9c15-7793cbe1e1ab,Slots,84048,50546,86.48
f0fe9f07-fa9c-4f1f-b9b6-54d5b3b29aec,Sports Betting,79767,4141,93.74
d405561c-12e5-4714-a0c4-bc0b3e7533ad,Roulette,2773,84080,86.39
39639cb7-8964-4fe1-bd69-05114bc1f8b1,Roulette,78405,29325,86.68
08e63056-f395-474b-b258-484be822e725,Slots,75543,71255,92.29
a02d93a3-1db7-4670-bd8a-654f59f8cbe3,Roulette,32196,63135,97.92
42c9e948-2716-4b5c-bc98-24a582ab80ae,Poker,1820,32592,90.83
7a44056d-4f7c-4812-aebe-a9e4bd5396bb,Roulette,39405,84269,92.36
d243e83f-9859-4809-b32e-101096bd52ed,Poker,33186,5765,93.98
45c2fefa-4fe9-4e37-9b10-f81f03394af9,Blackjack,74248,37394,92.97
fa540c15-1d96-4f28-a27f-0a7a7dae6f8a,Blackjack,92104,60638,95.86
618f5eaf-db29-4b7e-82c3-d4399a371e4d,Blackjack,40344,74820,96.11
1283fe45-bc80-40a3-861d-61e4950c29a7,Slots,72494,56690,85.39
0edf1b90-a6f5-4cdb-a632-620ec98bb359,Roulette,21698,9907,97.78
01479004-f0cf-43ff-b148-15376230c17a,Blackjack,64062,52361,96.71
2ab7e924-10f1-4caa-91ac-0380243df011,Blackjack,91873,37217,91.1
2684710a-1824-4344-810e-e7fd7428e757,Blackjack,74004,67695,91.66
4136b19a-f67b-462e-9c76-af0b6a3dac84,Blackjack,48716,13657,93.85
7ceb32ca-9938-4e15-a6c6-e76ed3d25303,Blackjack,71952,85449,96.49
0a9eba49-b01f-4fca-b250-01cc0cb6e423,Sports Betting,21030,76991,88.55
f944ca39-7104-4d6b-8d23-ff12c1f8242c,Roulette,34510,47665,93.5
af0d83e0-a078-40c8-a8e1-31eb9a752cee,Poker,99799,23832,92.89
b7100cf8-b3b6-4b00-975a-6aa92893c81c,Sports Betting,3526,77520,85.35
f516c7ec-d0f2-4eef-90fa-a72c9f07ca4f,Poker,12258,12459,90.06
9cef6dea-0ca0-44be-83a3-91372541c243,Blackjack,65172,75768,88.38
26b30505-2547-4c3d-9964-2a9d7db72669,Slots,6371,48785,86.12
829c2032-f263-4e42-a020-e09d963a26bc,Poker,29333,59707,96.45
5908c161-7816-48ce-9539-5d8ca78e937d,Slots,39751,50665,97.59
aa30870a-1b0b-4608-a7e8-17e35182a15e,Blackjack,86314,19481,97.24
1dcab222-787f-4102-8185-ccba1cdba019,Blackjack,47934,3601,87.13
d5f2cc8c-aaa2-4eca-919d-76574a45b682,Roulette,63014,30160,92.49
6cad894c-c2a7-4906-9358-6862070696b9,Poker,84499,72273,96.07
535dc972-7326-4952-90cb-7f6b92743fbd,Sports Betting,98514,87425,94.74
7b5f76c5-ecb5-4383-8ddd-cc3ae83927c9,Blackjack,60433,69006,86.99
16ffe36c-7d3f-476c-8341-967a53fcc66b,Sports Betting,32289,15468,93.5
125b82c6-ca59-4f71-85df-c30e69fade94,Blackjack,97200,69174,92.29
e2bf730b-0dbb-44a5-b3c9-80ad41344b2f,Blackjack,16206,65022,91.65
a9712d1d-d865-4d77-a677-5d517c76321b,Sports Betting,33646,71223,91.88
8ffd87e5-14c6-42a3-b962-0b562815a624,Sports Betting,26284,80716,92.49
503a447f-8fb5-46c1-a847-c40165157dcf,Blackjack,93207,14108,97.23
9d107de1-6d4c-48b0-b4cf-f40c3b690894,Slots,82713,56012,85.67
684ae55c-201a-4cdb-ae31-a0044bebe9f5,Poker,75900,36306,90.3
f7934878-b521-4aab-9de1-2141a8a741fe,Blackjack,98040,30064,91.86
a54f3152-79af-4ac3-aba3-857c790872b6,Slots,76697,77548,93.91
a43eba75-9e37-4a9b-92e2-f5acd2b235bb,Poker,30354,61623,91.14
fc0a0622-1c1a-4070-844d-808c33bf5412,Poker,7435,75848,89.27
8245cd77-0dce-4507-8efe-f7c0354141f2,Slots,6533,13795,92.52
9fe268a5-0372-4dda-9fb2-a468fcb05d0c,Slots,72753,19022,86.22
ae42ddb8-a1de-45a8-b392-049d45b48e94,Poker,16629,17483,86.39
d353649f-16ff-42ec-81e7-b7bcc319d32a,Blackjack,99375,66179,85.05
c217778f-623c-4117-9f14-ef2a1ebe2a8b,Slots,61903,54323,89.34
28bc7d68-f974-4018-9b9f-fa733374a9e0,Slots,65306,86785,96.62
302cc230-9708-4fe8-9370-fb0c98f4edc3,Roulette,16679,19888,88.79
70c14494-2976-42c1-94fc-e39b36921592,Roulette,65517,7465,88.07
02dd9e26-a527-417f-a6b4-290594f96509,Sports Betting,4613,61591,96.33
e7820cb8-4c0b-447b-9592-b27affbc79c6,Sports Betting,13765,77036,92.14
3ed656d8-59e7-4351-b091-5d6e8724b45d,Sports Betting,52695,3258,96.22
7f36735b-7e6b-4a80-9aea-475227cacd68,Sports Betting,11341,19173,86.42
e5c6f272-c365-4cf6-9e04-8ee97a4323a4,Poker,56361,11044,85.6
49fa18ab-e9cd-47e9-b04c-71e37539dda1,Roulette,44222,25193,96.36
0b7ddb92-7480-4a21-83f0-99345ed04555,Roulette,74896,52466,92.52
196ea6ea-e4a4-4e61-825e-06769bf56ab8,Slots,27951,43700,96.94
70dfdf4a-4dd7-457e-910c-5f86bc263e72,Slots,17798,21148,89.46
d0cf02a2-bb1b-488f-b1bc-1fb119588fba,Poker,89896,66719,91.14
7f4d8982-5c22-4244-9b76-900521bfa13e,Roulette,25964,54922,97.01
16ef90bb-e532-441a-8f46-d0e64331bb2d,Blackjack,41098,39108,93.18
7b4e642d-256a-421d-8784-4eaf2f648180,Sports Betting,27149,63386,96.89
9e110b5b-013e-4c0e-b3f4-062741ed462b,Blackjack,21090,5088,97.21
a349e915-ba6e-4cd5-a241-2669c4edd051,Roulette,97382,45444,85.84
8d134227-f0f8-4c5c-9edc-d6a289ff348e,Blackjack,88343,73526,91.11
b62cc496-bdf5-4915-97a2-91f744ccc4fb,Blackjack,79652,48174,93.24
72862df7-645f-4740-85d4-546945967047,Poker,39395,39606,96.43
1c121a81-a424-4490-94c0-7c12bb093d8e,Slots,69762,32265,89.44
c1c1f341-e78e-487f-8922-d9b6f13129cb,Roulette,72529,51116,92.55
671600a9-83f6-449e-8ecb-c54f26955cc5,Roulette,68172,56913,90.08
5625f2c3-a000-4402-9c59-a55fb1221788,Sports Betting,61099,32628,89.69
03c193b5-daff-49e1-b644-ba3705832eca,Roulette,66737,62669,92.08
6080ddda-9cca-4c92-a4c7-ec48c00dbc88,Poker,33594,2284,88.99
6994b968-fe14-4305-8f52-b6959e6a9693,Blackjack,1756,78244,85.87
ea99af7c-615d-414c-9d92-9f33f23ce886,Sports Betting,53085,39031,86.23
9da90017-51a4-4adc-8222-15015d10f076,Slots,35328,14904,87.23
d45beea5-3916-4283-8d6e-fe1ee5d34503,Blackjack,67937,56049,90.45
7ce5dd5e-82c6-4b81-8de9-5276911b2dd0,Poker,53705,76258,86.59
23e0ce93-c0cd-423d-8863-3ee9e7f9f4f3,Blackjack,13535,16710,92.7
9f1941a7-1704-4073-b914-23fa4f85d970,Poker,52953,55529,93.32
d98729b9-61e5-4e24-93c0-ded4cf296d74,Sports Betting,17559,876,96.0
c5e4895c-93e5-4a90-bc4f-6a2d59681d6c,Sports Betting,11207,2615,90.0
ee543f79-e652-465e-9e95-0eefe03b9df1,Poker,67656,32871,87.56
00717e57-19b6-439f-85c2-7a7e5c401422,Slots,92904,56840,96.54
f7abad92-89cc-43c6-81d1-1207f5cad8a0,Blackjack,17653,26122,87.94
3b2029e6-53d5-4a3c-a685-11f30a95dfb8,Slots,91867,57884,97.5
3a6a746f-c346-4030-9d96-adaf8cef2dc8,Poker,15608,26662,96.05
5c7a72a0-6b5f-41c6-a73a-e51ef3c26670,Poker,46281,18482,91.56
155e171b-de61-43fa-8372-8085a46f48ae,Sports Betting,79247,44452,89.15
b311a9f4-7b19-4fe6-bcf4-e33b7d397172,Slots,78261,17336,92.07
427c25c2-d57a-418e-8308-532d669ec1f9,Roulette,74863,1042,94.67
57c971d9-3f10-453e-b901-7a433e162d56,Blackjack,95213,70268,96.37
16b236e6-efdd-4646-ae2e-06ee1261b4d2,Blackjack,55673,21447,86.63
22233148-7f81-4d51-b0c0-b781f91533f8,Blackjack,76516,78536,89.56
4eef2cb1-32c8-4340-90f1-6f8b860381a3,Slots,38795,75357,88.26
07888ed6-cb6c-465f-b5de-74abaec698c4,Sports Betting,11580,26358,90.01
a5e4ff5e-10d5-41ec-9513-a274f8781522,Blackjack,40498,48516,90.03
6f298347-8628-47ba-8054-ac7d5f07e4b6,Slots,78016,12426,92.84
